Index,Folder,Filename,Image Size,BBox,BBox_Face,Categorical_Labels,Continuous_Labels,Gender,Age
10142,framesdb/images,frame_5v0wv4gakg38u7aa.jpg,"[4509, 3055]","[104, 332, 1809, 2915]","[670, 413, 1128, 996]",['Disconnection'],"[4, 4, 4]",Male,Kid
10143,framesdb/images,frame_5v0wv4gakg38u7aa.jpg,"[4509, 3055]","[2820, 682, 4255, 2630]","[360, 340, 770, 850]","['Affection', 'Engagement']","[7, 4, 7]",Female,Kid
10144,framesdb/images,frame_5v0wv4gakg38u7aa.jpg,"[4509, 3055]","[1141, 386, 3047, 2531]","[1292, 590, 1715, 1066]","['Confidence', 'Excitement', 'Happiness']","[7, 4, 8]",Female,Adult
10145,framesdb/images,frame_kxzft4s1fmk6prq4.jpg,"[680, 800]","[1, 29, 677, 799]","[209, 47, 436, 366]","['Anticipation', 'Confidence', 'Engagement', 'Happiness']","[8, 4, 7]",Male,Adult
10146,mscoco/images,COCO_val2014_000000004187.jpg,"[640, 427]","[427, 62, 514, 319]","[1, 26, 41, 78]","['Anticipation', 'Confidence', 'Engagement']","[5, 2, 4]",Male,Adult
10147,mscoco/images,COCO_train2014_000000163485.jpg,"[489, 640]","[245, 32, 382, 482]","[45, 11, 83, 60]","['Excitement', 'Happiness', 'Pleasure']","[6, 7, 8]",Female,Adult
10148,framesdb/images,frame_foy81ndpgvl5e2in.jpg,"[860, 579]","[42, 337, 211, 576]","[45, 11, 72, 45]",['Engagement'],"[6, 3, 5]",Male,Adult
10149,framesdb/images,frame_hwnqfnie5u6k38ee.jpg,"[700, 394]","[570, 131, 699, 393]","[66, 16, 110, 73]",['Engagement'],"[4, 4, 9]",Female,Teenager
10150,framesdb/images,frame_hwnqfnie5u6k38ee.jpg,"[700, 394]","[117, 144, 320, 376]","[55, 20, 100, 76]","['Confidence', 'Engagement', 'Excitement', 'Happiness']","[9, 6, 6]",Female,Adult
10151,framesdb/images,frame_hwnqfnie5u6k38ee.jpg,"[700, 394]","[271, 147, 501, 390]","[147, 0, 198, 55]",['Engagement'],"[7, 2, 4]",Female,Adult
10152,framesdb/images,frame_hwnqfnie5u6k38ee.jpg,"[700, 394]","[466, 12, 628, 289]","[22, 3, 64, 55]","['Happiness', 'Peace']","[7, 6, 8]",Female,Adult
10153,mscoco/images,COCO_train2014_000000233871.jpg,"[612, 612]","[367, 119, 559, 376]","[73, 15, 136, 96]",['Disapproval'],"[7, 4, 7]",Female,Adult
10154,mscoco/images,COCO_train2014_000000233871.jpg,"[612, 612]","[115, 142, 300, 370]","[106, 27, 165, 111]","['Engagement', 'Happiness']","[8, 4, 7]",Female,Adult
10155,emodb_small/images,g2jij66c9o78us7gdi.jpg,"[332, 310]","[6, 22, 310, 310]","[109, 38, 193, 148]","['Anger', 'Annoyance']","[1, 10, 1]",Female,Adult
10156,mscoco/images,COCO_train2014_000000209787.jpg,"[640, 433]","[70, 120, 253, 428]","[49, 16, 86, 73]","['Happiness', 'Surprise']","[7, 5, 9]",Male,Adult
10157,mscoco/images,COCO_train2014_000000209787.jpg,"[640, 433]","[296, 68, 573, 427]","[173, 16, 227, 92]","['Happiness', 'Surprise']","[6, 7, 6]",Female,Adult
10158,mscoco/images,COCO_val2014_000000137108.jpg,"[640, 528]","[242, 22, 511, 491]","[56, 36, 89, 79]","['Anticipation', 'Engagement']","[5, 8, 7]",Male,Adult
10159,mscoco/images,COCO_train2014_000000276491.jpg,"[640, 400]","[288, 143, 420, 309]","[48, 12, 82, 59]","['Engagement', 'Peace']","[5, 5, 7]",Male,Adult
10160,mscoco/images,COCO_train2014_000000037782.jpg,"[640, 480]","[245, 157, 403, 474]","[5, 30, 71, 121]","['Excitement', 'Happiness', 'Pleasure']","[7, 2, 2]",Female,Adult
10161,mscoco/images,COCO_train2014_000000037782.jpg,"[640, 480]","[368, 118, 610, 472]","[37, 25, 110, 124]",['Engagement'],"[5, 5, 5]",Female,Adult
10162,mscoco/images,COCO_train2014_000000429614.jpg,"[640, 480]","[416, 175, 631, 472]","[35, 10, 171, 163]",['Happiness'],"[8, 6, 7]",Female,Adult
10163,mscoco/images,COCO_train2014_000000535948.jpg,"[500, 375]","[69, 19, 444, 370]","[106, 34, 157, 104]","['Anticipation', 'Engagement']","[8, 7, 7]",Male,Adult
10164,mscoco/images,COCO_train2014_000000535948.jpg,"[500, 375]","[250, 258, 416, 370]","[29, 13, 57, 46]",['Engagement'],"[6, 4, 5]",Male,Adult
10165,mscoco/images,COCO_train2014_000000510626.jpg,"[640, 427]","[211, 19, 556, 421]","[123, 37, 173, 107]",['Engagement'],"[7, 8, 8]",Male,Adult
10166,mscoco/images,COCO_val2014_000000146315.jpg,"[640, 425]","[262, 98, 401, 371]","[49, 15, 86, 65]","['Confidence', 'Engagement']","[6, 6, 7]",Male,Adult
10167,mscoco/images,COCO_train2014_000000426776.jpg,"[640, 480]","[209, 39, 426, 367]","[75, 12, 127, 88]","['Anticipation', 'Engagement']","[6, 4, 7]",Female,Adult
10168,emodb_small/images,dl5k4ukmcum9z54826.jpg,"[408, 644]","[144, 109, 408, 408]","[101, 16, 181, 121]","['Anticipation', 'Engagement', 'Excitement', 'Fatigue', 'Surprise']","[3, 7, 3]",Female,Adult
10169,emodb_small/images,dl5k4ukmcum9z54826.jpg,"[408, 644]","[0, 3, 408, 410]","[150, 20, 233, 148]","['Affection', 'Happiness', 'Sensitivity']","[4, 7, 4]",Female,Adult
10170,mscoco/images,COCO_val2014_000000129982.jpg,"[640, 433]","[368, 197, 556, 425]","[89, 31, 128, 77]","['Anticipation', 'Doubt/Confusion', 'Engagement']","[5, 7, 7]",Female,Teenager
10171,mscoco/images,COCO_val2014_000000129982.jpg,"[640, 433]","[233, 47, 381, 398]","[77, 14, 103, 48]","['Anticipation', 'Confidence', 'Sympathy']","[6, 5, 7]",Male,Adult
10172,mscoco/images,COCO_val2014_000000180539.jpg,"[640, 427]","[193, 89, 376, 421]","[63, 29, 104, 78]","['Engagement', 'Excitement']","[7, 6, 7]",Male,Adult
10173,emodb_small/images,1ococpmo8mepma0h27.jpg,"[370, 676]","[31, 0, 370, 318]","[244, 40, 348, 207]","['Affection', 'Happiness', 'Pleasure', 'Sympathy']","[7, 5, 8]",Male,Adult
10174,mscoco/images,COCO_train2014_000000202431.jpg,"[640, 480]","[240, 226, 397, 479]","[46, 10, 74, 40]","['Confidence', 'Engagement', 'Excitement']","[8, 4, 6]",Male,Adult
10175,mscoco/images,COCO_train2014_000000118369.jpg,"[640, 480]","[115, 21, 481, 479]","[145, 114, 263, 242]",['Annoyance'],"[8, 8, 8]",Female,Adult
10176,mscoco/images,COCO_train2014_000000468313.jpg,"[640, 506]","[145, 108, 490, 499]","[262, 15, 318, 92]","['Affection', 'Happiness', 'Peace']","[7, 8, 7]",Female,Adult
10177,mscoco/images,COCO_train2014_000000468313.jpg,"[640, 506]","[224, 114, 457, 370]","[185, 9, 234, 82]","['Aversion', 'Disapproval']","[5, 5, 6]",Female,Kid
10178,mscoco/images,COCO_train2014_000000030139.jpg,"[640, 480]","[40, 184, 181, 383]","[56, 17, 84, 60]","['Engagement', 'Excitement']","[5, 3, 7]",Male,Teenager
10179,mscoco/images,COCO_train2014_000000407634.jpg,"[640, 480]","[375, 252, 622, 473]","[87, 22, 178, 142]",['Excitement'],"[6, 5, 9]",Female,Kid
10180,framesdb/images,frame_70thbhj34ozslr1z.jpg,"[688, 547]","[31, 110, 243, 401]","[95, 38, 156, 111]",['Engagement'],"[4, 7, 5]",Male,Adult
10181,framesdb/images,frame_70thbhj34ozslr1z.jpg,"[688, 547]","[214, 123, 421, 432]","[63, 42, 118, 116]",['Engagement'],"[6, 7, 3]",Female,Adult
10182,mscoco/images,COCO_train2014_000000211190.jpg,"[500, 484]","[18, 78, 490, 483]","[337, 23, 420, 119]","['Disapproval', 'Disquietment', 'Fatigue']","[8, 7, 7]",Male,Adult
10183,emodb_small/images,b2lpfpoxeeprpg0c74.jpg,"[251, 600]","[1, 0, 251, 252]","[133, 28, 251, 192]","['Anger', 'Annoyance', 'Aversion', 'Suffering']","[4, 4, 6]",Male,Adult
10184,mscoco/images,COCO_train2014_000000412238.jpg,"[640, 427]","[295, 145, 456, 298]","[50, 22, 96, 79]",['Yearning'],"[6, 2, 5]",Male,Kid
10185,mscoco/images,COCO_val2014_000000463618.jpg,"[640, 451]","[236, 9, 522, 444]","[140, 38, 216, 141]",['Surprise'],"[3, 6, 9]",Female,Adult
10186,mscoco/images,COCO_train2014_000000410601.jpg,"[640, 428]","[236, 190, 372, 370]","[47, 17, 75, 48]","['Engagement', 'Excitement', 'Happiness']","[8, 2, 8]",Male,Adult
10187,mscoco/images,COCO_train2014_000000410601.jpg,"[640, 428]","[209, 49, 356, 267]","[74, 156, 100, 190]","['Confidence', 'Excitement']","[6, 7, 9]",Male,Adult
10188,framesdb/images,frame_30x58ju9c0fgyt51.jpg,"[920, 765]","[402, 401, 527, 677]","[35, 20, 63, 63]",['Engagement'],"[5, 4, 4]",Male,Adult
10189,framesdb/images,frame_fxi8y7kgyg5jgrd9.jpg,"[960, 400]","[573, 10, 759, 257]","[50, 9, 99, 69]","['Engagement', 'Excitement']","[6, 6, 4]",Male,Adult
10190,framesdb/images,frame_fxi8y7kgyg5jgrd9.jpg,"[960, 400]","[180, 45, 385, 383]","[108, 18, 147, 64]","['Excitement', 'Happiness']","[6, 3, 3]",Male,Adult
10191,framesdb/images,frame_fxi8y7kgyg5jgrd9.jpg,"[960, 400]","[529, 179, 655, 337]","[64, 17, 97, 56]","['Excitement', 'Happiness']","[6, 9, 7]",Male,Kid
10192,mscoco/images,COCO_train2014_000000127098.jpg,"[640, 427]","[149, 202, 263, 412]","[25, 9, 47, 41]",['Engagement'],"[4, 10, 5]",Female,Adult
10193,mscoco/images,COCO_train2014_000000496747.jpg,"[640, 480]","[252, 24, 618, 479]","[131, 26, 209, 132]","['Happiness', 'Pleasure']","[9, 4, 9]",Male,Adult
10194,mscoco/images,COCO_train2014_000000214174.jpg,"[640, 464]","[359, 88, 612, 363]","[19, 22, 128, 142]","['Fear', 'Surprise']","[8, 2, 8]",Female,Adult
10195,mscoco/images,COCO_train2014_000000236661.jpg,"[640, 425]","[210, 28, 606, 418]","[80, 75, 220, 290]","['Confidence', 'Engagement']","[7, 7, 7]",Female,Adult
10196,mscoco/images,COCO_val2014_000000141673.jpg,"[640, 426]","[78, 157, 232, 424]","[90, 15, 130, 63]","['Confidence', 'Engagement']","[6, 6, 6]",Female,Adult
10197,mscoco/images,COCO_val2014_000000141673.jpg,"[640, 426]","[231, 42, 606, 425]","[142, 21, 221, 129]",['Confidence'],"[8, 8, 9]",Male,Adult
10198,mscoco/images,COCO_train2014_000000369860.jpg,"[500, 400]","[165, 70, 384, 240]","[41, 16, 73, 66]","['Affection', 'Excitement', 'Happiness', 'Pleasure']","[6, 6, 8]",Female,Kid
10199,mscoco/images,COCO_train2014_000000369860.jpg,"[500, 400]","[38, 20, 447, 384]","[54, 40, 110, 113]","['Aversion', 'Sympathy']","[7, 8, 8]",Male,Adult
10200,mscoco/images,COCO_train2014_000000005424.jpg,"[640, 480]","[197, 153, 392, 391]","[95, 51, 167, 141]","['Happiness', 'Peace', 'Pleasure']","[8, 7, 8]",Male,Kid
10201,emodb_small/images,f31838ys8rwh2siyf2.jpg,"[480, 632]","[6, 96, 349, 486]","[110, 56, 306, 241]","['Excitement', 'Fear', 'Surprise']","[1, 6, 2]",Male,Adult
10202,mscoco/images,COCO_train2014_000000103504.jpg,"[640, 478]","[79, 184, 223, 358]","[39, 16, 72, 57]",['Engagement'],"[6, 6, 6]",Female,Adult
10203,mscoco/images,COCO_train2014_000000394283.jpg,"[640, 480]","[128, 10, 556, 479]","[206, 28, 291, 145]",['Affection'],"[6, 6, 6]",Female,Adult
10204,framesdb/images,frame_i826evxp4emoujse.jpg,"[1300, 892]","[582, 67, 1286, 780]","[30, 319, 166, 454]",['Engagement'],"[8, 3, 4]",Male,Adult
10205,mscoco/images,COCO_train2014_000000066236.jpg,"[640, 427]","[277, 43, 383, 412]","[37, 12, 69, 52]",['Engagement'],"[5, 4, 5]",Female,Adult
10206,mscoco/images,COCO_train2014_000000066236.jpg,"[640, 427]","[11, 52, 155, 416]","[58, 19, 91, 59]",['Disconnection'],"[6, 4, 7]",Male,Adult
10207,mscoco/images,COCO_val2014_000000484978.jpg,"[640, 491]","[87, 65, 322, 312]","[78, 19, 142, 102]","['Disconnection', 'Peace']","[6, 8, 9]",Female,Adult
10208,mscoco/images,COCO_train2014_000000421759.jpg,"[621, 600]","[225, 70, 586, 594]","[127, 63, 215, 167]",['Happiness'],"[8, 3, 7]",Female,Adult
10209,mscoco/images,COCO_train2014_000000565921.jpg,"[640, 480]","[275, 238, 387, 471]","[44, 11, 69, 43]","['Excitement', 'Sympathy']","[8, 8, 6]",Male,Adult
10210,mscoco/images,COCO_val2014_000000106344.jpg,"[640, 480]","[107, 34, 566, 475]","[61, 93, 206, 290]","['Engagement', 'Peace']","[7, 6, 7]",Male,Adult
10211,mscoco/images,COCO_train2014_000000243782.jpg,"[640, 429]","[85, 71, 460, 424]","[133, 33, 186, 100]",['Anticipation'],"[5, 8, 7]",Female,Adult
10212,framesdb/images,frame_2sov9e95zsxfdzxy.jpg,"[849, 566]","[160, 12, 628, 500]","[182, 113, 335, 299]",['Engagement'],"[4, 6, 6]",Female,Kid
10213,mscoco/images,COCO_train2014_000000354327.jpg,"[640, 426]","[229, 71, 402, 419]","[57, 20, 105, 81]","['Happiness', 'Peace']","[8, 3, 5]",Female,Adult
10214,mscoco/images,COCO_train2014_000000208172.jpg,"[640, 426]","[202, 131, 421, 425]","[93, 119, 160, 197]",['Engagement'],"[4, 5, 3]",Male,Kid
10215,mscoco/images,COCO_train2014_000000092953.jpg,"[640, 480]","[390, 159, 633, 473]","[52, 13, 100, 78]",['Happiness'],"[8, 4, 7]",Female,Adult
10216,mscoco/images,COCO_val2014_000000208012.jpg,"[640, 471]","[225, 55, 552, 459]","[204, 89, 253, 149]","['Anticipation', 'Confidence', 'Esteem']","[8, 6, 7]",Male,Adult
10217,mscoco/images,COCO_train2014_000000537986.jpg,"[640, 426]","[13, 43, 404, 421]","[217, 43, 279, 121]","['Excitement', 'Happiness', 'Pleasure']","[6, 6, 6]",Female,Adult
10218,mscoco/images,COCO_train2014_000000537986.jpg,"[640, 426]","[276, 99, 562, 420]","[164, 29, 207, 82]","['Anticipation', 'Confidence', 'Engagement', 'Excitement', 'Happiness']","[8, 7, 7]",Female,Adult
10219,framesdb/images,frame_jz0qbs50hqrhw71u.jpg,"[450, 300]","[76, 70, 380, 295]","[145, 4, 195, 68]",['Engagement'],"[7, 3, 4]",Male,Adult
10220,framesdb/images,frame_jz0qbs50hqrhw71u.jpg,"[450, 300]","[263, 64, 410, 252]","[36, 3, 80, 63]","['Affection', 'Confidence', 'Happiness']","[6, 3, 4]",Female,Adult
10221,mscoco/images,COCO_train2014_000000514749.jpg,"[640, 480]","[274, 88, 508, 348]","[54, 80, 143, 183]",['Engagement'],"[4, 6, 5]",Male,Kid
10222,mscoco/images,COCO_train2014_000000247271.jpg,"[640, 360]","[99, 9, 307, 355]","[71, 24, 127, 99]","['Anticipation', 'Engagement']","[7, 4, 7]",Male,Adult
10223,mscoco/images,COCO_train2014_000000530901.jpg,"[640, 427]","[6, 71, 492, 417]","[242, 20, 390, 237]",['Pleasure'],"[7, 6, 7]",Male,Adult
10224,mscoco/images,COCO_train2014_000000381217.jpg,"[640, 478]","[472, 65, 590, 467]","[52, 15, 90, 65]",['Yearning'],"[6, 6, 9]",Male,Teenager
10225,mscoco/images,COCO_train2014_000000138265.jpg,"[640, 431]","[17, 16, 309, 422]","[99, 18, 147, 82]",['Excitement'],"[8, 3, 9]",Male,Kid
10226,mscoco/images,COCO_train2014_000000041357.jpg,"[640, 430]","[188, 87, 349, 393]","[73, 18, 102, 53]","['Engagement', 'Happiness', 'Pleasure']","[8, 9, 10]",Male,Adult
10227,mscoco/images,COCO_train2014_000000093580.jpg,"[612, 612]","[8, 26, 563, 438]","[194, 41, 353, 244]","['Happiness', 'Yearning']","[8, 4, 7]",Male,Kid
10228,mscoco/images,COCO_val2014_000000227901.jpg,"[640, 427]","[9, 18, 315, 408]","[126, 46, 187, 125]","['Confidence', 'Disconnection', 'Engagement']","[7, 6, 7]",Male,Adult
10229,framesdb/images,frame_5x044piz67nkkqcc.jpg,"[725, 483]","[303, 72, 416, 346]","[45, 10, 74, 46]","['Confidence', 'Engagement', 'Pleasure']","[5, 6, 6]",Male,Adult
10230,mscoco/images,COCO_train2014_000000180014.jpg,"[500, 332]","[75, 12, 486, 331]","[111, 33, 177, 123]",['Yearning'],"[4, 4, 7]",Male,Adult
10231,mscoco/images,COCO_train2014_000000526769.jpg,"[640, 427]","[251, 95, 478, 420]","[79, 3, 118, 49]",['Happiness'],"[7, 4, 7]",Male,Adult
10232,emodb_small/images,dmwz2dsmqn1wx6757w.jpg,"[357, 525]","[0, 1, 357, 355]","[34, 8, 238, 245]","['Annoyance', 'Fatigue', 'Pain', 'Sensitivity', 'Suffering']","[3, 7, 6]",Male,Adult
10233,mscoco/images,COCO_val2014_000000170211.jpg,"[640, 480]","[314, 86, 421, 333]","[1, 44, 66, 143]","['Anticipation', 'Engagement']","[6, 4, 7]",Female,Adult
10234,mscoco/images,COCO_val2014_000000170211.jpg,"[640, 480]","[59, 43, 309, 475]","[102, 46, 167, 143]","['Anticipation', 'Confidence', 'Engagement']","[6, 6, 6]",Male,Teenager
10235,mscoco/images,COCO_val2014_000000145597.jpg,"[640, 480]","[315, 10, 473, 219]","[78, 16, 110, 59]","['Excitement', 'Happiness', 'Pleasure']","[6, 4, 8]",Female,Adult
10236,mscoco/images,COCO_train2014_000000282558.jpg,"[640, 480]","[244, 194, 345, 466]","[23, 13, 57, 49]","['Happiness', 'Peace']","[4, 8, 8]",Female,Kid
10237,mscoco/images,COCO_val2014_000000173776.jpg,"[640, 488]","[312, 44, 443, 309]","[51, 21, 90, 68]","['Excitement', 'Happiness']","[7, 8, 9]",Female,Adult
10238,mscoco/images,COCO_train2014_000000496128.jpg,"[640, 480]","[31, 53, 436, 441]","[236, 18, 333, 141]",['Fatigue'],"[7, 4, 7]",Male,Adult
10239,mscoco/images,COCO_train2014_000000404495.jpg,"[640, 428]","[246, 63, 455, 360]","[64, 27, 108, 74]",['Engagement'],"[7, 9, 9]",Female,Adult
10240,mscoco/images,COCO_val2014_000000517135.jpg,"[480, 640]","[177, 60, 368, 387]","[49, 25, 105, 96]",['Engagement'],"[7, 7, 8]",Male,Adult
10241,mscoco/images,COCO_train2014_000000344065.jpg,"[500, 333]","[243, 135, 427, 325]","[34, 22, 92, 97]","['Esteem', 'Peace']","[6, 4, 6]",Male,Adult
10242,mscoco/images,COCO_train2014_000000449622.jpg,"[640, 640]","[375, 93, 616, 618]","[69, 12, 114, 74]","['Anticipation', 'Disconnection']","[7, 6, 7]",Female,Adult
10243,mscoco/images,COCO_val2014_000000258061.jpg,"[640, 457]","[229, 129, 413, 314]","[6, 16, 49, 63]","['Anticipation', 'Confidence', 'Engagement']","[6, 10, 9]",Male,Adult
10244,mscoco/images,COCO_train2014_000000352178.jpg,"[480, 640]","[128, 37, 337, 370]","[36, 41, 92, 115]",['Happiness'],"[7, 5, 9]",Male,Adult
10245,mscoco/images,COCO_train2014_000000032868.jpg,"[500, 281]","[158, 105, 262, 279]","[40, 10, 65, 43]",['Engagement'],"[4, 4, 3]",Female,Teenager
10246,mscoco/images,COCO_train2014_000000424553.jpg,"[640, 427]","[221, 87, 448, 421]","[62, 72, 153, 170]",['Sensitivity'],"[6, 8, 9]",Male,Kid
10247,mscoco/images,COCO_train2014_000000501971.jpg,"[426, 640]","[92, 31, 232, 400]","[100, 20, 135, 64]",['Anticipation'],"[4, 10, 10]",Male,Teenager
10248,mscoco/images,COCO_val2014_000000149500.jpg,"[640, 480]","[171, 58, 499, 452]","[117, 31, 189, 123]","['Anticipation', 'Confidence', 'Engagement']","[7, 4, 9]",Male,Adult
10249,framesdb/images,frame_lepxvd3il57fv88o.jpg,"[650, 433]","[468, 187, 648, 428]","[41, 9, 81, 58]","['Happiness', 'Peace', 'Sympathy']","[7, 3, 8]",Female,Adult
10250,framesdb/images,frame_972090crwk2oqjwc.jpg,"[852, 480]","[106, 44, 434, 473]","[200, 63, 250, 122]","['Anticipation', 'Doubt/Confusion', 'Engagement']","[7, 3, 8]",Female,Adult
10251,emodb_small/images,5qoz8fxu9do3oszcj8.jpg,"[300, 450]","[27, 49, 248, 299]","[87, 50, 123, 100]","['Happiness', 'Pleasure']","[9, 7, 7]",Female,Teenager
10252,mscoco/images,COCO_train2014_000000574563.jpg,"[500, 375]","[135, 41, 482, 369]","[104, 21, 230, 187]","['Engagement', 'Excitement', 'Happiness']","[6, 10, 10]",Female,Adult
10253,mscoco/images,COCO_train2014_000000544475.jpg,"[640, 427]","[71, 47, 275, 297]","[51, 37, 111, 110]",['Engagement'],"[7, 9, 9]",Female,Adult
10254,framesdb/images,frame_4o5m4tiqfimz9j0f.jpg,"[2896, 1944]","[2060, 432, 2608, 1468]","[130, 21, 243, 144]",['Engagement'],"[5, 6, 7]",Male,Adult
10255,framesdb/images,frame_4o5m4tiqfimz9j0f.jpg,"[2896, 1944]","[1727, 414, 2240, 1500]","[299, 837, 337, 886]",['Engagement'],"[6, 8, 8]",Male,Adult
10256,framesdb/images,frame_6k9uc4y78qzvt8bj.jpg,"[4500, 3000]","[986, 1221, 1516, 2581]","[429, 99, 507, 213]",['Engagement'],"[6, 5, 6]",Female,Adult
10257,mscoco/images,COCO_train2014_000000469825.jpg,"[640, 480]","[270, 60, 589, 372]","[28, 13, 66, 64]","['Anticipation', 'Engagement', 'Esteem']","[5, 4, 7]",Male,Adult
10258,mscoco/images,COCO_train2014_000000469825.jpg,"[640, 480]","[99, 106, 404, 454]","[42, 16, 86, 72]","['Engagement', 'Happiness', 'Peace']","[5, 5, 5]",Male,Adult
10259,mscoco/images,COCO_train2014_000000377496.jpg,"[640, 480]","[141, 18, 322, 207]","[47, 21, 89, 74]",['Happiness'],"[5, 5, 7]",Female,Adult
10260,mscoco/images,COCO_train2014_000000369171.jpg,"[640, 428]","[88, 74, 314, 379]","[47, 29, 91, 81]","['Anticipation', 'Excitement']","[5, 7, 7]",Male,Adult
10261,framesdb/images,frame_6f90k2uqbcma9peb.jpg,"[620, 387]","[338, 122, 482, 375]","[38, 17, 87, 87]","['Excitement', 'Happiness']","[7, 4, 7]",Female,Kid
10262,framesdb/images,frame_6f90k2uqbcma9peb.jpg,"[620, 387]","[223, 95, 368, 348]","[56, 17, 102, 72]","['Anticipation', 'Happiness']","[7, 3, 8]",Female,Kid
10263,mscoco/images,COCO_train2014_000000144391.jpg,"[640, 424]","[111, 179, 294, 386]","[58, 14, 80, 40]","['Anticipation', 'Happiness']","[7, 9, 7]",Male,Adult
10264,mscoco/images,COCO_train2014_000000227186.jpg,"[640, 486]","[358, 53, 513, 439]","[55, 15, 87, 56]",['Yearning'],"[5, 6, 8]",Male,Adult
10265,framesdb/images,frame_49kjsmspo520bk2b.jpg,"[2366, 1712]","[1852, 560, 2129, 1356]","[92, 75, 155, 149]","['Anticipation', 'Engagement', 'Happiness']","[5, 2, 9]",Female,Adult
10266,framesdb/images,frame_49kjsmspo520bk2b.jpg,"[2366, 1712]","[956, 533, 1180, 1366]","[83, 48, 140, 129]","['Anticipation', 'Engagement', 'Happiness']","[8, 7, 7]",Female,Adult
10267,framesdb/images,frame_49kjsmspo520bk2b.jpg,"[2366, 1712]","[1457, 554, 1849, 1479]","[69, 2, 129, 69]",['Engagement'],"[5, 5, 5]",Male,Adult
10268,framesdb/images,frame_49kjsmspo520bk2b.jpg,"[2366, 1712]","[1681, 367, 1914, 725]","[98, 22, 157, 101]",['Engagement'],"[6, 7, 6]",Female,Adult
10269,framesdb/images,frame_k019pjxzjg7xnc85.jpg,"[1920, 1080]","[1497, 379, 1606, 751]","[35, 21, 65, 62]",['Engagement'],"[5, 2, 9]",Male,Adult
10270,framesdb/images,frame_3y2ttfvtdfrzbum7.jpg,"[306, 306]","[160, 26, 253, 185]","[24, 3, 88, 90]","['Engagement', 'Excitement', 'Happiness']","[8, 5, 6]",Female,Adult
10271,mscoco/images,COCO_val2014_000000574063.jpg,"[640, 428]","[258, 205, 415, 391]","[46, 8, 81, 54]",['Engagement'],"[7, 6, 7]",Male,Adult
10272,mscoco/images,COCO_train2014_000000250193.jpg,"[640, 424]","[213, 46, 467, 413]","[85, 35, 140, 105]",['Yearning'],"[6, 7, 8]",Female,Kid
10273,mscoco/images,COCO_train2014_000000426656.jpg,"[640, 426]","[350, 113, 467, 412]","[28, 12, 60, 50]",['Peace'],"[6, 6, 9]",Male,Adult
10274,mscoco/images,COCO_val2014_000000060596.jpg,"[640, 426]","[189, 156, 353, 321]","[82, 15, 126, 71]",['Anticipation'],"[8, 5, 7]",Male,Adult
10275,mscoco/images,COCO_train2014_000000178874.jpg,"[640, 425]","[24, 4, 287, 417]","[138, 27, 194, 124]",['Engagement'],"[8, 4, 6]",Female,Adult
10276,mscoco/images,COCO_val2014_000000162067.jpg,"[427, 640]","[145, 150, 306, 364]","[85, 59, 112, 102]","['Anticipation', 'Excitement']","[6, 7, 7]",Male,Teenager
10277,emodb_small/images,8pvs93yj627cs6jtzb.jpg,"[259, 390]","[16, 61, 203, 259]","[103, 39, 162, 108]","['Fatigue', 'Fear', 'Sadness', 'Sensitivity']","[4, 4, 3]",Male,Kid
